113.864691,22.942327
120.412618,36.382612
113.370643,22.938827
113.001181,23.120518
112.985037,23.15046
113.890205,22.798043
110.361899,20.026695
113.682288,34.618975
121.434529,31.215641
109.488707,18.309754
120.682502,28.011099
120.68556,30.912366
126.687123,45.787618
120.48506,30.053066
103.970724,30.397931
117.270073,37.96162
117.212164,31.831641
120.256218,31.882242
121.411101,31.059407
113.336586,33.729581
104.137953,30.784276
114.141516,23.159282
120.499683,30.042305
120.487242,32.180365
108.94686,34.362975
121.299895,31.105064
112.873295,22.920901
114.164329,22.644532
113.373916,23.086728
120.282954,30.196059
113.250159,23.075847
121.145445,31.193621
116.675933,39.986343
120.896422,31.472813
120.75997,31.734934
118.782607,32.00381
118.314741,32.26999
105.268729,23.732875
111.723311,34.771838
